cnpj,razao_social,municipio,uf,cnae,score,score_label,contact_quality,site,instagram,linkedin_company,google_maps_url,tech_score,whatsapp_probable,has_whatsapp_link
97535166000144,97535166000144,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97535166000144++,,False,
97541486000107,97541486000107,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97541486000107++,,False,
97541487000151,97541487000151,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97541487000151++,,False,
97547507000100,97547507000100,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97547507000100++,,False,
97548157000198,97548157000198,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97548157000198++,,False,
97554517000164,97554517000164,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97554517000164++,,False,
80582380000159,80582380000159,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80582380000159++,,False,
80588114000133,80588114000133,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80588114000133++,,False,
80595432000121,80595432000121,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80595432000121++,,False,
80602154000192,80602154000192,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80602154000192++,,False,
80610223000100,80610223000100,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80610223000100++,,False,
80610223000290,80610223000290,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80610223000290++,,False,
80610793000108,80610793000108,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80610793000108++,,False,
80612641000136,80612641000136,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80612641000136++,,False,
80614647000142,80614647000142,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80614647000142++,,False,
80615388000174,80615388000174,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80615388000174++,,False,
80615412000175,80615412000175,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80615412000175++,,False,
80615412000418,80615412000418,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80615412000418++,,False,
80615446000160,80615446000160,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80615446000160++,,False,
80768278000142,80768278000142,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80768278000142++,,False,
80774789000177,80774789000177,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80774789000177++,,False,
80777253000105,80777253000105,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80777253000105++,,False,
80778236000192,80778236000192,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80778236000192++,,False,
80781412000145,80781412000145,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80781412000145++,,False,
80782634000182,80782634000182,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80782634000182++,,False,
80798499000163,80798499000163,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80798499000163++,,False,
80804768000157,80804768000157,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80804768000157++,,False,
80816606000139,80816606000139,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80816606000139++,,False,
80826803000139,80826803000139,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80826803000139++,,False,
80827058000142,80827058000142,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80827058000142++,,False,
80831696000137,80831696000137,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=80831696000137++,,False,
